27000 0 4
{62012 61184 0.000}
{99420 61184 0.000}
{60262 61184 0.000}
{79648 61184 0.000}
{96816 61184 0.000}
{99310 61184 0.000}
{97800 61184 33.000}
{48818 61184 0.000}
{45448 61184 0.000}
{102708 61184 0.000}
{61798 61184 47.000}
{96090 61184 16.000}
{87970 61184 0.000}
{84162 61184 0.000}
{96222 61184 0.000}
{116286 61184 0.000}
{109888 61184 0.000}
{49670 61184 104.000}
{117662 61184 0.000}
{82376 61184 0.000}
{47646 61184 0.000}
{45800 61184 0.000}
{44530 112134 0.000}
{84834 112134 15.000}
{75700 112134 0.000}
{51122 112134 0.000}
{114018 112134 0.000}
{110040 112134 0.000}
{116518 112134 61.000}
{101668 112134 0.000}
{69420 112134 0.000}
{96222 112134 0.000}
{116286 112134 0.000}
{109888 112134 101.000}
{89870 112134 0.000}
{59892 112134 0.000}
{82952 112134 58.000}
{69721 112134 0.000}
{49576 106854 0.000}
{95310 106854 0.000}
{44530 106854 0.000}
{114692 106854 0.000}
{115852 106854 100.000}
{96536 106854 91.000}
{87544 106854 0.000}
{110618 106854 0.000}
{44786 106854 0.000}
{105710 106854 0.000}
{101668 106854 0.000}
{108398 106854 0.000}
{111758 106854 0.000}
{54594 106854 0.000}
{114008 106854 0.000}
{104444 106854 0.000}
{109698 106854 0.000}
{107340 106854 0.000}
{83732 106854 0.000}
{112494 106854 0.000}
{80334 106854 0.000}
{67076 106854 0.000}
{90162 106854 0.000}
{116744 106854 0.000}
{77068 106854 0.000}
{69420 106854 0.000}
{94610 106854 0.000}
{62012 106854 0.000}
{60262 106854 0.000}
{79648 106854 0.000}
{96816 106854 0.000}
{99310 106854 0.000}
{97800 106854 0.000}
{48818 106854 0.000}
{45448 106854 0.000}
{102708 106854 0.000}
{70416 106854 0.000}
{62594 106854 0.000}
{117662 106854 0.000}
{59892 106854 0.000}
{82952 106854 0.000}
{69721 106854 0.000}
{46634 106854 0.000}
{49576 109438 0.000}
{95310 109438 0.000}
{88502 109438 21.000}
{44530 109438 0.000}
{101974 109438 0.000}
{115190 109438 0.000}
{103378 109438 0.000}
{108128 109438 0.000}
{87544 109438 0.000}
{110618 109438 26.000}
{113780 109438 0.000}
{84834 109438 0.000}
{101668 109438 0.000}
{108398 109438 0.000}
{106674 109438 0.000}
{112308 109438 0.000}
{55256 109438 0.000}
{85972 109438 0.000}
{51640 109438 0.000}
{55872 109438 0.000}
{93878 109438 0.000}
{114916 109438 0.000}
{67076 109438 0.000}
{90162 109438 0.000}
{116744 109438 0.000}
{77068 109438 0.000}
{69420 109438 0.000}
{94610 109438 0.000}
{62012 109438 0.000}
{99420 109438 0.000}
{60262 109438 0.000}
{79648 109438 0.000}
{96816 109438 0.000}
{99310 109438 0.000}
{97800 109438 0.000}
{48818 109438 19.000}
{45448 109438 10.000}
{61798 109438 8.000}
{96090 109438 0.000}
{87970 109438 0.000}
{84162 109438 34.000}
{96222 109438 0.000}
{116286 109438 0.000}
{109888 109438 0.000}
{62594 109438 0.000}
{49670 109438 0.000}
{117662 109438 0.000}
{82376 109438 0.000}
{47646 109438 0.000}
{45800 109438 0.000}
{49576 49670 0.000}
{95310 49670 0.000}
{44530 49670 0.000}
{114692 49670 0.000}
{115852 49670 91.000}
{96536 49670 64.000}
{87544 49670 0.000}
{110618 49670 32.000}
{44786 49670 0.000}
{105710 49670 0.000}
{101668 49670 0.000}
{108398 49670 0.000}
{111758 49670 0.000}
{54594 49670 0.000}
{114008 49670 0.000}
{104444 49670 0.000}
{109698 49670 0.000}
{74626 49670 87.000}
{69962 49670 106.000}
{65342 49670 138.000}
{107340 49670 0.000}
{83732 49670 0.000}
{97682 49670 1.000}
{107862 49670 0.000}
{96912 49670 0.000}
{83272 49670 64.000}
{112494 49670 0.000}
{80334 49670 100.000}
{67076 49670 0.000}
{90162 49670 0.000}
{116744 49670 0.000}
{77068 49670 0.000}
{69420 49670 0.000}
{94610 49670 0.000}
{62012 49670 31.000}
{60262 49670 0.000}
{79648 49670 0.000}
{96816 49670 0.000}
{99310 49670 0.000}
{97800 49670 0.000}
{48818 49670 111.000}
{45448 49670 0.000}
{102708 49670 0.000}
{70416 49670 0.000}
{62594 49670 0.000}
{117662 49670 0.000}
{59892 49670 0.000}
{82952 49670 0.000}
{78384 49670 0.000}
{69721 49670 0.000}
{46634 49670 41.000}
{89220 49670 41.000}
{49576 48666 0.000}
{95310 48666 0.000}
{44530 48666 0.000}
{114692 48666 0.000}
{115852 48666 121.000}
{96536 48666 27.000}
{87544 48666 0.000}
{110618 48666 0.000}
{44786 48666 0.000}
{105710 48666 0.000}
{101668 48666 0.000}
{108398 48666 0.000}
{111758 48666 0.000}
{54594 48666 0.000}
{114008 48666 0.000}
{104444 48666 0.000}
{109698 48666 0.000}
{107340 48666 0.000}
{83732 48666 0.000}
{112494 48666 0.000}
{80334 48666 0.000}
{67076 48666 0.000}
{90162 48666 0.000}
{116744 48666 0.000}
{77068 48666 0.000}
{69420 48666 0.000}
{94610 48666 0.000}
{62012 48666 0.000}
{60262 48666 0.000}
{79648 48666 0.000}
{96816 48666 0.000}
{99310 48666 0.000}
{97800 48666 0.000}
{48818 48666 0.000}
{45448 48666 1.000}
{102708 48666 0.000}
{70416 48666 0.000}
{62594 48666 0.000}
{117662 48666 0.000}
{59892 48666 16.000}
{82952 48666 0.000}
{69721 48666 0.000}
{46634 48666 0.000}
{97552 103528 0.000}
{86440 103528 0.000}
{116312 103528 0.000}
{106130 103528 0.000}
{42956 103528 26.000}
{42888 103528 0.000}
{57010 103528 227.000}
{114692 103528 0.000}
{101974 103528 0.000}
{115190 103528 0.000}
{103378 103528 27.000}
{105038 103528 0.000}
{106316 103528 0.000}
{80286 103528 0.000}
{55170 103528 0.000}
{84042 103528 219.000}
{85354 103528 122.000}
{107466 103528 78.000}
{111758 103528 0.000}
{54594 103528 0.000}
{114008 103528 0.000}
{104444 103528 0.000}
{109698 103528 0.000}
{82074 103528 0.000}
{115414 103528 0.000}
{112308 103528 0.000}
{55256 103528 33.000}
{85972 103528 0.000}
{44742 103528 0.000}
{113230 103528 0.000}
{51640 103528 41.000}
{55872 103528 0.000}
{93878 103528 0.000}
{114916 103528 0.000}
{65796 103528 0.000}
{88692 103528 0.000}
{86950 103528 0.000}
{67800 103528 0.000}
{67076 103528 0.000}
{90162 103528 0.000}
{116744 103528 0.000}
{77068 103528 0.000}
{70416 103528 0.000}
{62594 103528 0.000}
{49670 103528 0.000}
{59892 103528 0.000}
{82952 103528 0.000}
{69721 103528 0.000}
{46634 103528 0.000}
{47646 103528 0.000}
{49576 103900 1.000}
{87544 103900 0.000}
{60262 103900 0.000}
{79648 103900 48.000}
{96816 103900 47.000}
{49576 53310 23.000}
{95310 53310 0.000}
{88502 53310 24.000}
{114692 53310 0.000}
{101974 53310 0.000}
{115190 53310 0.000}
{103378 53310 0.000}
{87544 53310 0.000}
{110618 53310 0.000}
{113780 53310 0.000}
{114008 53310 41.000}
{104444 53310 0.000}
{109698 53310 0.000}
{82074 53310 0.000}
{115414 53310 0.000}
{112308 53310 0.000}
{55256 53310 0.000}
{85972 53310 0.000}
{113230 53310 0.000}
{51640 53310 0.000}
{55872 53310 0.000}
{93878 53310 0.000}
{114916 53310 0.000}
{65796 53310 0.000}
{88692 53310 0.000}
{86950 53310 0.000}
{67800 53310 0.000}
{60262 53310 0.000}
{79648 53310 0.000}
{96816 53310 35.000}
{99310 53310 0.000}
{97800 53310 0.000}
{48818 53310 36.000}
{45448 53310 0.000}
{61798 53310 0.000}
{96090 53310 14.000}
{87970 53310 0.000}
{84162 53310 0.000}
{49670 53310 0.000}
{82376 53310 0.000}
{46634 53310 0.000}
{47646 53310 0.000}
{45800 53310 0.000}
{115852 65684 0.000}
{96536 65684 0.000}
{107340 65684 0.000}
{83732 65684 0.000}
{113230 65684 0.000}
{97682 65684 55.000}
{107862 65684 3.000}
{96912 65684 0.000}
{83272 65684 0.000}
{65796 65684 0.000}
{49670 65684 0.000}
{78384 65684 0.000}
{116312 87936 0.000}
{44530 87936 0.000}
{114692 87936 32.000}
{103378 87936 0.000}
{105038 87936 44.000}
{105710 87936 0.000}
{101668 87936 0.000}
{108398 87936 0.000}
{111758 87936 0.000}
{54594 87936 0.000}
{114008 87936 36.000}
{104444 87936 0.000}
{109698 87936 0.000}
{82074 87936 0.000}
{115414 87936 0.000}
{113230 87936 0.000}
{51640 87936 0.000}
{55872 87936 2.000}
{93878 87936 0.000}
{114916 87936 0.000}
{67076 87936 0.000}
{90162 87936 0.000}
{116744 87936 0.000}
{77068 87936 0.000}
{69420 87936 0.000}
{94610 87936 0.000}
{62012 87936 0.000}
{70416 87936 0.000}
{62594 87936 0.000}
{117662 87936 0.000}
{59892 87936 0.000}
{82952 87936 0.000}
{69721 87936 0.000}
{47646 87936 0.000}
{88502 79530 0.000}
{114692 79530 0.000}
{101974 79530 0.000}
{115190 79530 0.000}
{103378 79530 0.000}
{113780 79530 0.000}
{75700 79530 0.000}
{51122 79530 0.000}
{105710 79530 0.000}
{114008 79530 0.000}
{104444 79530 0.000}
{109698 79530 0.000}
{115638 79530 12.000}
{44828 79530 72.000}
{61516 79530 3.000}
{116364 79530 0.000}
{82074 79530 0.000}
{115414 79530 0.000}
{112308 79530 0.000}
{55256 79530 0.000}
{85972 79530 0.000}
{113230 79530 2.000}
{51640 79530 0.000}
{55872 79530 0.000}
{93878 79530 0.000}
{114916 79530 0.000}
{61798 79530 0.000}
{96090 79530 0.000}
{87970 79530 6.000}
{84162 79530 0.000}
{89870 79530 0.000}
{49670 79530 0.000}
{59892 79530 0.000}
{82952 79530 1.000}
{82376 79530 0.000}
{69721 79530 0.000}
{46634 79530 0.000}
{47646 79530 0.000}
{45800 79530 0.000}
{97552 108306 0.000}
{86440 108306 0.000}
{116312 108306 0.000}
{106130 108306 0.000}
{42956 108306 0.000}
{42888 108306 0.000}
{114692 108306 0.000}
{101974 108306 0.000}
{115190 108306 0.000}
{103378 108306 0.000}
{105038 108306 0.000}
{106316 108306 0.000}
{80286 108306 57.000}
{55170 108306 0.000}
{84042 108306 0.000}
{107466 108306 0.000}
{111758 108306 0.000}
{54594 108306 0.000}
{114008 108306 0.000}
{104444 108306 0.000}
{109698 108306 0.000}
{82074 108306 0.000}
{115414 108306 0.000}
{112308 108306 0.000}
{55256 108306 28.000}
{85972 108306 0.000}
{44742 108306 0.000}
{113230 108306 0.000}
{51640 108306 0.000}
{55872 108306 0.000}
{93878 108306 0.000}
{114916 108306 0.000}
{65796 108306 0.000}
{88692 108306 0.000}
{86950 108306 0.000}
{67800 108306 0.000}
{67076 108306 0.000}
{90162 108306 0.000}
{116744 108306 0.000}
{77068 108306 0.000}
{70416 108306 0.000}
{62594 108306 0.000}
{49670 108306 0.000}
{59892 108306 0.000}
{82952 108306 0.000}
{69721 108306 0.000}
{46634 108306 0.000}
{47646 108306 0.000}
{49576 62464 0.000}
{95310 62464 0.000}
{88502 62464 47.000}
{44530 62464 0.000}
{114692 62464 0.000}
{108128 62464 0.000}
{87544 62464 0.000}
{110618 62464 0.000}
{113780 62464 0.000}
{84834 62464 0.000}
{105710 62464 0.000}
{101668 62464 0.000}
{108398 62464 0.000}
{111758 62464 23.000}
{54594 62464 0.000}
{114008 62464 0.000}
{104444 62464 0.000}
{109698 62464 0.000}
{106674 62464 0.000}
{67076 62464 0.000}
{90162 62464 0.000}
{116744 62464 0.000}
{77068 62464 0.000}
{69420 62464 0.000}
{94610 62464 0.000}
{62012 62464 0.000}
{99420 62464 0.000}
{60262 62464 0.000}
{79648 62464 0.000}
{96816 62464 0.000}
{99310 62464 0.000}
{97800 62464 0.000}
{48818 62464 6.000}
{45448 62464 0.000}
{61798 62464 33.000}
{96090 62464 0.000}
{87970 62464 0.000}
{84162 62464 54.000}
{96222 62464 0.000}
{116286 62464 0.000}
{109888 62464 0.000}
{70416 62464 183.000}
{62594 62464 0.000}
{117662 62464 0.000}
{59892 62464 0.000}
{82952 62464 0.000}
{69721 62464 0.000}
{49576 106082 0.000}
{87544 106082 27.000}
{60262 106082 148.000}
{79648 106082 18.000}
{88502 72650 27.000}
{103378 72650 0.000}
{113780 72650 0.000}
{112260 72650 76.000}
{51512 72650 4.000}
{82074 72650 105.000}
{115414 72650 10.000}
{113230 72650 0.000}
{51640 72650 0.000}
{55872 72650 0.000}
{93878 72650 0.000}
{114916 72650 0.000}
{65796 72650 21.000}
{88692 72650 19.000}
{86950 72650 0.000}
{67800 72650 0.000}
{61798 72650 0.000}
{96090 72650 0.000}
{87970 72650 0.000}
{84162 72650 44.000}
{49670 72650 0.000}
{82376 72650 0.000}
{89220 72650 0.000}
{47646 72650 54.000}
{45800 72650 0.000}
{49576 97134 0.000}
{95310 97134 2.000}
{88502 97134 0.000}
{87544 97134 0.000}
{110618 97134 0.000}
{113780 97134 0.000}
{60262 97134 0.000}
{79648 97134 0.000}
{96816 97134 0.000}
{99310 97134 0.000}
{97800 97134 0.000}
{48818 97134 0.000}
{61798 97134 0.000}
{96090 97134 0.000}
{87970 97134 0.000}
{111758 89560 35.000}
{54594 89560 0.000}
{82074 89560 0.000}
{115414 89560 141.000}
{65796 89560 0.000}
{88692 89560 7.000}
{86950 89560 50.000}
{67800 89560 0.000}
{70416 89560 0.000}
{59892 89560 0.000}
{82952 89560 47.000}
{69721 89560 0.000}
{88502 67284 0.000}
{103378 67284 0.000}
{113780 67284 0.000}
{112260 67284 0.000}
{51512 67284 0.000}
{75700 67284 0.000}
{82074 67284 0.000}
{115414 67284 0.000}
{113230 67284 0.000}
{51640 67284 0.000}
{55872 67284 0.000}
{93878 67284 0.000}
{114916 67284 0.000}
{65796 67284 0.000}
{88692 67284 0.000}
{86950 67284 0.000}
{67800 67284 0.000}
{61798 67284 0.000}
{96090 67284 0.000}
{87970 67284 0.000}
{84162 67284 23.000}
{89870 67284 0.000}
{49670 67284 0.000}
{82376 67284 0.000}
{89220 67284 0.000}
{47646 67284 25.000}
{45800 67284 0.000}
{115852 67624 0.000}
{96536 67624 0.000}
{103378 67624 3.000}
{74626 67624 0.000}
{69962 67624 0.000}
{65342 67624 0.000}
{107340 67624 0.000}
{83732 67624 0.000}
{113230 67624 2.000}
{51640 67624 2.000}
{55872 67624 2.000}
{49670 67624 33.000}
{78384 67624 3.000}
{47646 67624 178.000}
{116312 85516 65.000}
{44530 85516 0.000}
{114692 85516 0.000}
{103378 85516 0.000}
{105710 85516 0.000}
{101668 85516 0.000}
{108398 85516 0.000}
{111758 85516 0.000}
{54594 85516 0.000}
{114008 85516 54.000}
{104444 85516 0.000}
{109698 85516 0.000}
{82074 85516 0.000}
{115414 85516 0.000}
{113230 85516 0.000}
{51640 85516 0.000}
{55872 85516 0.000}
{93878 85516 0.000}
{114916 85516 0.000}
{67076 85516 0.000}
{90162 85516 0.000}
{116744 85516 0.000}
{77068 85516 0.000}
{69420 85516 0.000}
{94610 85516 0.000}
{62012 85516 0.000}
{70416 85516 102.000}
{62594 85516 0.000}
{117662 85516 0.000}
{59892 85516 20.000}
{82952 85516 0.000}
{69721 85516 0.000}
{47646 85516 0.000}
{86440 68874 0.000}
{116312 68874 131.000}
{106130 68874 0.000}
{114692 68874 0.000}
{101974 68874 0.000}
{115190 68874 0.000}
{103378 68874 0.000}
{105038 68874 108.000}
{106316 68874 0.000}
{111758 68874 0.000}
{54594 68874 0.000}
{114008 68874 0.000}
{104444 68874 0.000}
{109698 68874 100.000}
{82074 68874 0.000}
{115414 68874 0.000}
{112308 68874 0.000}
{55256 68874 0.000}
{85972 68874 0.000}
{44742 68874 0.000}
{113230 68874 0.000}
{51640 68874 35.000}
{55872 68874 0.000}
{93878 68874 0.000}
{114916 68874 0.000}
{65796 68874 0.000}
{88692 68874 0.000}
{86950 68874 0.000}
{67800 68874 0.000}
{67076 68874 0.000}
{90162 68874 0.000}
{116744 68874 0.000}
{77068 68874 0.000}
{70416 68874 0.000}
{62594 68874 0.000}
{49670 68874 0.000}
{59892 68874 0.000}
{82952 68874 0.000}
{69721 68874 0.000}
{46634 68874 0.000}
{47646 68874 0.000}
{116312 92718 0.000}
{44530 92718 0.000}
{114692 92718 30.000}
{103378 92718 0.000}
{105038 92718 0.000}
{106316 92718 0.000}
{105710 92718 0.000}
{101668 92718 0.000}
{108398 92718 0.000}
{111758 92718 0.000}
{54594 92718 0.000}
{114008 92718 36.000}
{104444 92718 0.000}
{109698 92718 0.000}
{82074 92718 0.000}
{115414 92718 0.000}
{113230 92718 0.000}
{51640 92718 0.000}
{55872 92718 0.000}
{93878 92718 0.000}
{114916 92718 0.000}
{67076 92718 0.000}
{90162 92718 0.000}
{116744 92718 0.000}
{77068 92718 0.000}
{69420 92718 0.000}
{94610 92718 0.000}
{62012 92718 0.000}
{70416 92718 0.000}
{62594 92718 0.000}
{117662 92718 0.000}
{59892 92718 0.000}
{82952 92718 0.000}
{69721 92718 0.000}
{47646 92718 0.000}
{106316 68878 43.000}
{49576 116092 0.000}
{95310 116092 0.000}
{88502 116092 0.000}
{44530 116092 0.000}
{108128 116092 0.000}
{87544 116092 0.000}
{110618 116092 0.000}
{44786 116092 0.000}
{113780 116092 0.000}
{84834 116092 0.000}
{112260 116092 0.000}
{51512 116092 0.000}
{101668 116092 0.000}
{108398 116092 0.000}
{111758 116092 1.000}
{54594 116092 0.000}
{106674 116092 0.000}
{112494 116092 63.000}
{80334 116092 0.000}
{67076 116092 0.000}
{90162 116092 0.000}
{116744 116092 0.000}
{77068 116092 0.000}
{69420 116092 0.000}
{94610 116092 0.000}
{62012 116092 0.000}
{99420 116092 0.000}
{60262 116092 0.000}
{79648 116092 0.000}
{96816 116092 0.000}
{99310 116092 0.000}
{97800 116092 0.000}
{48818 116092 0.000}
{45448 116092 0.000}
{102708 116092 0.000}
{61798 116092 0.000}
{96090 116092 0.000}
{87970 116092 0.000}
{84162 116092 0.000}
{96222 116092 1.000}
{116286 116092 0.000}
{109888 116092 0.000}
{70416 116092 0.000}
{62594 116092 0.000}
{117662 116092 0.000}
{59892 116092 0.000}
{82952 116092 0.000}
{82376 116092 0.000}
{69721 116092 0.000}
{89220 116092 0.000}
{45800 116092 0.000}
{101974 113162 0.000}
{115190 113162 0.000}
{103378 113162 0.000}
{44786 113162 0.000}
{112308 113162 0.000}
{55256 113162 0.000}
{85972 113162 0.000}
{113230 113162 0.000}
{51640 113162 0.000}
{55872 113162 0.000}
{93878 113162 0.000}
{114916 113162 0.000}
{65796 113162 3.000}
{88692 113162 5.000}
{86950 113162 0.000}
{67800 113162 0.000}
{102708 113162 0.000}
{49670 113162 0.000}
{82376 113162 0.000}
{89220 113162 4.000}
{47646 113162 0.000}
{45800 113162 0.000}
{86440 116580 0.000}
{116312 116580 0.000}
{106130 116580 0.000}
{42956 116580 4.000}
{114692 116580 0.000}
{101974 116580 62.000}
{115190 116580 0.000}
{103378 116580 0.000}
{105038 116580 1.000}
{106316 116580 1.000}
{80286 116580 40.000}
{55170 116580 68.000}
{107466 116580 112.000}
{111758 116580 0.000}
{54594 116580 0.000}
{114008 116580 0.000}
{104444 116580 0.000}
{109698 116580 0.000}
{82074 116580 65.000}
{115414 116580 0.000}
{112308 116580 0.000}
{55256 116580 32.000}
{85972 116580 0.000}
{44742 116580 0.000}
{113230 116580 0.000}
{51640 116580 0.000}
{55872 116580 0.000}
{93878 116580 0.000}
{114916 116580 0.000}
{65796 116580 0.000}
{88692 116580 0.000}
{86950 116580 0.000}
{67800 116580 0.000}
{67076 116580 0.000}
{90162 116580 0.000}
{116744 116580 0.000}
{77068 116580 0.000}
{70416 116580 0.000}
{62594 116580 0.000}
{49670 116580 0.000}
{59892 116580 0.000}
{82952 116580 0.000}
{69721 116580 0.000}
{46634 116580 0.000}
{47646 116580 0.000}
{88502 96066 0.000}
{114692 96066 0.000}
{101974 96066 26.000}
{115190 96066 0.000}
{103378 96066 0.000}
{113780 96066 0.000}
{75700 96066 0.000}
{51122 96066 0.000}
{105710 96066 0.000}
{114008 96066 0.000}
{104444 96066 0.000}
{109698 96066 0.000}
{115638 96066 43.000}
{44828 96066 40.000}
{61516 96066 0.000}
{116364 96066 98.000}
{113168 96066 0.000}
{74822 96066 0.000}
{44582 96066 0.000}
{82074 96066 0.000}
{115414 96066 0.000}
{112308 96066 0.000}
{55256 96066 0.000}
{85972 96066 0.000}
{113230 96066 0.000}
{51640 96066 0.000}
{55872 96066 0.000}
{93878 96066 0.000}
{114916 96066 0.000}
{61798 96066 0.000}
{96090 96066 0.000}
{87970 96066 0.000}
{84162 96066 0.000}
{89870 96066 0.000}
{49670 96066 0.000}
{59892 96066 0.000}
{82952 96066 3.000}
{82376 96066 0.000}
{69721 96066 0.000}
{46634 96066 0.000}
{47646 96066 0.000}
{45800 96066 0.000}
{111758 46544 1.000}
{54594 46544 0.000}
{65796 46544 0.000}
{88692 46544 0.000}
{86950 46544 0.000}
{67800 46544 0.000}
{112494 46544 0.000}
{80334 46544 0.000}
{70416 46544 1.000}
{59892 46544 0.000}
{82952 46544 0.000}
{69721 46544 0.000}
{44530 104572 0.000}
{101974 104572 0.000}
{115190 104572 0.000}
{103378 104572 0.000}
{108128 104572 0.000}
{84834 104572 15.000}
{112260 104572 0.000}
{51512 104572 0.000}
{75700 104572 0.000}
{51122 104572 0.000}
{49794 104572 0.000}
{101668 104572 0.000}
{108398 104572 161.000}
{113804 104572 0.000}
{70098 104572 0.000}
{115638 104572 0.000}
{44828 104572 0.000}
{61516 104572 0.000}
{106674 104572 0.000}
{82074 104572 0.000}
{115414 104572 0.000}
{112308 104572 0.000}
{55256 104572 0.000}
{85972 104572 0.000}
{113230 104572 0.000}
{51640 104572 0.000}
{55872 104572 0.000}
{93878 104572 0.000}
{114916 104572 0.000}
{65796 104572 0.000}
{88692 104572 0.000}
{86950 104572 0.000}
{67800 104572 0.000}
{69420 104572 0.000}
{99420 104572 0.000}
{96222 104572 0.000}
{116286 104572 37.000}
{109888 104572 0.000}
{89870 104572 0.000}
{49670 104572 0.000}
{117662 104572 0.000}
{82376 104572 0.000}
{69721 104572 1.000}
{89220 104572 0.000}
{47646 104572 0.000}
{45800 104572 0.000}
{114692 68918 0.000}
{101974 68918 0.000}
{115190 68918 0.000}
{103378 68918 0.000}
{111758 68918 0.000}
{54594 68918 0.000}
{114008 68918 0.000}
{104444 68918 0.000}
{109698 68918 0.000}
{82074 68918 0.000}
{115414 68918 0.000}
{112308 68918 0.000}
{55256 68918 0.000}
{85972 68918 0.000}
{44742 68918 3.000}
{113230 68918 0.000}
{51640 68918 0.000}
{55872 68918 0.000}
{93878 68918 0.000}
{114916 68918 0.000}
{65796 68918 0.000}
{88692 68918 0.000}
{86950 68918 0.000}
{67800 68918 0.000}
{67076 68918 0.000}
{90162 68918 0.000}
{116744 68918 0.000}
{77068 68918 0.000}
{70416 68918 0.000}
{62594 68918 18.000}
{49670 68918 0.000}
{59892 68918 0.000}
{82952 68918 0.000}
{69721 68918 0.000}
{46634 68918 0.000}
{47646 68918 161.000}
{86440 70794 0.000}
{116312 70794 80.000}
{106130 70794 0.000}
{42956 70794 0.000}
{114692 70794 0.000}
{101974 70794 0.000}
{115190 70794 0.000}
{103378 70794 0.000}
{105038 70794 0.000}
{106316 70794 3.000}
{80286 70794 5.000}
{111758 70794 0.000}
{54594 70794 0.000}
{114008 70794 0.000}
{104444 70794 0.000}
{109698 70794 0.000}
{82074 70794 0.000}
{115414 70794 0.000}
{112308 70794 0.000}
{55256 70794 0.000}
{85972 70794 116.000}
{44742 70794 0.000}
{113230 70794 0.000}
{51640 70794 0.000}
{55872 70794 0.000}
{93878 70794 0.000}
{114916 70794 0.000}
{65796 70794 0.000}
{88692 70794 0.000}
{86950 70794 0.000}
{67800 70794 0.000}
{67076 70794 0.000}
{90162 70794 0.000}
{116744 70794 0.000}
{77068 70794 0.000}
{70416 70794 0.000}
{62594 70794 0.000}
{49670 70794 0.000}
{59892 70794 0.000}
{82952 70794 0.000}
{69721 70794 0.000}
{46634 70794 0.000}
{47646 70794 0.000}
{115852 115580 0.000}
{96536 115580 0.000}
{103378 115580 0.000}
{74626 115580 0.000}
{69962 115580 0.000}
{65342 115580 0.000}
{107340 115580 0.000}
{83732 115580 0.000}
{113230 115580 0.000}
{51640 115580 0.000}
{55872 115580 0.000}
{93878 115580 0.000}
{49670 115580 16.000}
{78384 115580 0.000}
{47646 115580 0.000}
{49576 112756 0.000}
{95310 112756 8.000}
{87544 112756 0.000}
{60262 112756 0.000}
{79648 112756 0.000}
{96816 112756 1.000}
{99310 112756 0.000}
{49576 109898 0.000}
{95310 109898 0.000}
{88502 109898 0.000}
{44530 109898 0.000}
{108128 109898 0.000}
{87544 109898 0.000}
{110618 109898 0.000}
{44786 109898 0.000}
{113780 109898 0.000}
{84834 109898 0.000}
{112260 109898 0.000}
{51512 109898 0.000}
{101668 109898 0.000}
{108398 109898 0.000}
{111758 109898 1.000}
{54594 109898 0.000}
{106674 109898 0.000}
{74626 109898 182.000}
{112494 109898 28.000}
{80334 109898 70.000}
{67076 109898 0.000}
{90162 109898 0.000}
{116744 109898 0.000}
{77068 109898 32.000}
{69420 109898 0.000}
{94610 109898 0.000}
{62012 109898 0.000}
{99420 109898 0.000}
{60262 109898 0.000}
{79648 109898 0.000}
{96816 109898 0.000}
{99310 109898 0.000}
{97800 109898 40.000}
{48818 109898 0.000}
{45448 109898 0.000}
{102708 109898 0.000}
{61798 109898 0.000}
{96090 109898 0.000}
{87970 109898 0.000}
{84162 109898 0.000}
{96222 109898 0.000}
{116286 109898 0.000}
{109888 109898 0.000}
{70416 109898 150.000}
{62594 109898 0.000}
{117662 109898 0.000}
{59892 109898 0.000}
{82952 109898 0.000}
{82376 109898 30.000}
{69721 109898 0.000}
{89220 109898 86.000}
{45800 109898 0.000}
{49576 111836 0.000}
{95310 111836 0.000}
{88502 111836 0.000}
{114692 111836 0.000}
{101974 111836 52.000}
{115190 111836 0.000}
{103378 111836 0.000}
{87544 111836 0.000}
{110618 111836 0.000}
{113780 111836 0.000}
{114008 111836 0.000}
{104444 111836 0.000}
{109698 111836 20.000}
{82074 111836 0.000}
{115414 111836 0.000}
{112308 111836 0.000}
{55256 111836 0.000}
{85972 111836 0.000}
{113230 111836 0.000}
{51640 111836 0.000}
{55872 111836 0.000}
{93878 111836 0.000}
{114916 111836 0.000}
{65796 111836 0.000}
{88692 111836 0.000}
{86950 111836 0.000}
{67800 111836 0.000}
{60262 111836 0.000}
{79648 111836 18.000}
{96816 111836 0.000}
{99310 111836 0.000}
{97800 111836 55.000}
{48818 111836 0.000}
{45448 111836 0.000}
{61798 111836 0.000}
{96090 111836 0.000}
{87970 111836 0.000}
{84162 111836 0.000}
{49670 111836 0.000}
{82376 111836 0.000}
{46634 111836 0.000}
{47646 111836 0.000}
{45800 111836 0.000}
{112260 59156 19.000}
{51512 59156 0.000}
{75700 59156 0.000}
{51122 59156 0.000}
{65796 59156 0.000}
{88692 59156 0.000}
{86950 59156 0.000}
{67800 59156 0.000}
{89870 59156 0.000}
{59892 59156 12.000}
{82952 59156 4.000}
{69721 59156 4.000}
{44530 67680 0.000}
{108128 67680 0.000}
{84834 67680 0.000}
{105710 67680 0.000}
{101668 67680 0.000}
{108398 67680 0.000}
{106674 67680 0.000}
{67076 67680 0.000}
{90162 67680 0.000}
{116744 67680 124.000}
{69420 67680 0.000}
{94610 67680 0.000}
{62012 67680 187.000}
{99420 67680 0.000}
{96222 67680 0.000}
{116286 67680 0.000}
{109888 67680 58.000}
{117662 67680 0.000}
{59892 67680 0.000}
{82952 67680 37.000}
{69721 67680 0.000}
{101974 59704 0.000}
{115190 59704 0.000}
{103378 59704 0.000}
{44786 59704 0.000}
{82074 59704 0.000}
{112308 59704 0.000}
{55256 59704 0.000}
{85972 59704 0.000}
